Самара,ПР0068061,"Корм для собак PROLIFE лосось, форель, осетр, чечевица, нут сух.",1598.00,1598.00,True
Самара,ПР0068062,"Корм для собак PROLIFE лосось, форель, осетр, чечевица, нут сух.",5559.00,5559.00,True
Самара,ПР0063614,"Корм для щенков ELATO Holistic для средних и крупных пород, курица, утка сух.",3040.00,3040.00,True
Самара,ПР0069693,Корм для собак LEO&LUCY кролик с тыквой и биодобавками сух.,1698.00,1698.00,True
Самара,ПР0069707,Корм для собак LEO&LUCY кролик с тыквой и биодобавками сух.,4675.00,4675.00,True
Самара,ПР0069980,"Корм для собак ДЕРЕВЕНСКИЕ ЛАКОМСТВА Холистик Премьер для мелких пород, утка с рисом сух.",1050.00,1050.00,True
Самара,ПР0069981,"Корм для собак ДЕРЕВЕНСКИЕ ЛАКОМСТВА Холистик Премьер для мелких пород, утка с рисом сух.",2625.00,2625.00,True
Самара,ПР0070035,"Корм для собак ДЕРЕВЕНСКИЕ ЛАКОМСТВА Холистик Премьер для мелких пород, утка с рисом сух.",5590.00,5590.00,True
Самара,ПР0069984,Корм для щенков ДЕРЕВЕНСКИЕ ЛАКОМСТВА Холистик Премьер курица с рисом сух.,1050.00,1050.00,True
Самара,ПР0069985,Корм для щенков ДЕРЕВЕНСКИЕ ЛАКОМСТВА Холистик Премьер курица с рисом сух.,2625.00,2625.00,True
Самара,ПР0070033,Корм для щенков ДЕРЕВЕНСКИЕ ЛАКОМСТВА Холистик Премьер курица с рисом сух.,5590.00,5590.00,True
Самара,ПР0063615,"Корм для щенков ELATO Holistic для мелких пород, курица, утка сух.",3040.00,3040.00,True
Самара,ПР0068022,"Корм для щенков PROLIFE для крупных пород, курица сух.",998.00,998.00,True
Самара,ПР0060811,Корм для собак PROBIOTIC LIVE лосось сух.,2530.00,2530.00,True
Самара,ПР0070511,"Корм для собак BRIT Care Healthy Skin&Shiny Coat для средних пород, лосось с индейкой сух.",1498.00,1498.00,True
Самара,ПР0070516,"Корм для собак BRIT Care Healthy Skin&Shiny Coat для средних пород, лосось с индейкой сух.",2118.00,2118.00,True
Самара,ПР0072675,"Корм для собак CRAFTIA Natura для миниатюрных и мелких пород, лосось с сельдью сух.",1018.00,1018.00,True
Самара,ПР0072674,"Корм для собак CRAFTIA Natura для миниатюрных и мелких пород, лосось с сельдью сух.",2818.00,2818.00,True
Самара,ПР0072676,"Корм для собак CRAFTIA Natura для миниатюрных и мелких пород, лосось с сельдью сух.",8344.00,8344.00,True
Самара,ПР0069705,"Корм для собак LEO&LUCY для пожилых крупных пород, утка с тыквой и биодобавками сух.",4675.00,4675.00,True
Самара,ПР0069714,"Корм для собак LEO&LUCY для пожилых крупных пород, утка с тыквой и биодобавками сух.",11248.00,11248.00,True
Самара,ПР0069978,"Корм для собак ДЕРЕВЕНСКИЕ ЛАКОМСТВА Холистик Премьер для мелких пород, индейка с рисом сух.",1050.00,1050.00,True
Самара,ПР0069979,"Корм для собак ДЕРЕВЕНСКИЕ ЛАКОМСТВА Холистик Премьер для мелких пород, индейка с рисом сух.",2625.00,2625.00,True
Самара,ПР0070034,"Корм для собак ДЕРЕВЕНСКИЕ ЛАКОМСТВА Холистик Премьер для мелких пород, индейка с рисом сух.",5590.00,5590.00,True
Самара,ПР0063613,"Корм для собак ELATO Holistic для средних и крупных пород, курица, утка сух.",3240.00,3240.00,True
Самара,ПР0032372,"Корм для собак Pedigree для миниатюрных пород, говядина сух.",255.00,255.00,True
Самара,ПР0032374,"Корм для собак Pedigree для миниатюрных пород, говядина сух.",404.00,404.00,True
Самара,ПР0068003,"Корм для собак GOLOSI Complet курица, говядина сух.",748.00,748.00,True
Самара,ПР0071268,"Корм для щенков CRAFTIA Natura для миниатюрных и мелких пород, из курицы и индейки сух.",978.00,978.00,True
Самара,ПР0071267,"Корм для щенков CRAFTIA Natura для миниатюрных и мелких пород, из курицы и индейки сух.",2528.00,2528.00,True
Самара,ПР0037301,Корм для собак BLITZ adult mini &toy breeds для мелких и миниатюрных пород сух.,348.00,348.00,True
Самара,ПР0037302,Корм для собак BLITZ adult mini &toy breeds для мелких и миниатюрных пород сух.,1218.00,1218.00,True
Самара,ПР0072894,"Корм для собак ЗООГУРМАН Ferma Immuno для мелких и средних пород, индейка с кроликом сух.",1310.00,917,True
Самара,ПР0060808,Корм для собак PROBIOTIC LIVE курица сух.,2490.00,2490.00,True
Самара,ПР0070597,"Корм для щенков от 1 мес.,берем.и корм.собак AWARD ягненок с индейкой с доб.яблока и черн. сух.",678.00,678.00,True
Самара,ПР0070514,Корм для собак BRIT Care Sensitive Healthy Digestion индейка с ягненком сух.,1498.00,1498.00,True
Самара,ПР0070515,Корм для собак BRIT Care Sensitive Healthy Digestion индейка с ягненком сух.,2598.00,2208.3,True
Самара,ПР0069610,"Корм для собак DOG&DOG Expert Premium Fit-Maintenance для контроля веса, курица сух.",1598.00,1598.00,True
Самара,ПР0072784,Корм для собак NECON для чувствительного пищеварения с рыбой и рисом сух.,3798.00,2848.5,True
Самара,ПР0072783,Корм для собак NECON для чувствительного пищеварения с рыбой и рисом сух.,11598.00,8698.5,True
Самара,ПР0060814,Корм для собак PROBIOTIC LIVE ягненок сух.,2840.00,2840.00,True
Самара,ПР0060815,Корм для собак PROBIOTIC LIVE ягненок сух.,8490.00,8490.00,True
Самара,ПР0063931,Корм для собак FRAIS Classique Adult Dog Beef говядина сух.,961.00,961.00,True
Самара,ПР0065492,"Корм для щенков PRO DOG для всех пород для здорового роста и энергии, индейка сух.",285.00,285.00,True
Самара,ПР0070594,"Корм для щенков от 1мес,берем.и корм.собак AWARD ср.пород, инд.с курицей, морк. и черн.смор. сух.",1318.00,1318.00,True
Самара,ПР0069164,"Корм для собак BLUENATIVE для мелких пород, лосось сух.",736.00,736.00,True
Самара,ПР0069168,"Корм для собак BLUENATIVE для средних и крупных пород, ягненок сух.",2243.00,2243.00,True
Самара,ПР0045552,Корм для собак NATURE'S TABLE курица с рисом сух.,1238.00,1238.00,True
Самара,ПР0068021,"Корм для щенков PROLIFE для средних пород, курица сух.",998.00,998.00,True
Самара,ПР0055583,"Корм для собак BLITZ Sensitive для мелких пород ягненок, рис сух.",468.00,468.00,True
Самара,ПР0055584,"Корм для собак BLITZ Sensitive для мелких пород ягненок, рис сух.",1598.00,1598.00,True
Самара,ПР0070510,"Корм для щенков и молодых собак BRIT Care Healthy Growth для крупн.пород, индейка с ягненком сух.",2118.00,2118.00,True
Самара,ПР0058905,"Корм для щенков BLITZ Ягненок, рис сух.",468.00,468.00,True
Самара,ПР0060274,"Корм для собак FRAIS Adult Dog Maxi Turkey для крупных и гигантских пород, индейка сух.",6290.00,6290.00,True
Самара,ПР0072792,"Корм для собак NECON с нормальной активностью, с олениной сух.",4498.00,3373.5,True
Самара,ПР0072791,"Корм для собак NECON с нормальной активностью, с олениной сух.",15498.00,11623.5,True
Самара,ПР0070595,"Корм для щенков AWARD от 1 месяца крупных пород, курица и индейкой с доб. тыквы и шиповника сух.",1268.00,1268.00,True
Самара,ПР0072687,"Корм для щенков CRAFTIA Natura для миниатюрных и мелких пород, утка с фазаном сух.",988.00,988.00,True
Самара,ПР0072686,"Корм для щенков CRAFTIA Natura для миниатюрных и мелких пород, утка с фазаном сух.",2758.00,2758.00,True
Самара,ПР0072688,"Корм для щенков CRAFTIA Natura для миниатюрных и мелких пород, утка с фазаном сух.",8008.00,8008.00,True
Самара,ПР0072684,"Корм для щенков CRAFTIA Natura для миниатюрных и мелких пород, лосось с сельдью сух.",1058.00,1058.00,True
Самара,ПР0072683,"Корм для щенков CRAFTIA Natura для миниатюрных и мелких пород, лосось с сельдью сух.",2938.00,2938.00,True
Самара,ПР0072685,"Корм для щенков CRAFTIA Natura для миниатюрных и мелких пород, лосось с сельдью сух.",8678.00,8678.00,True
Самара,ПР0069709,"Корм для собак LEO&LUCY для пожилых, утка с тыквой и биодобавками сух.",4675.00,4675.00,True
